time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
1970/01/01/01:00:08.413000,415,8,413000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.314658319907565, -0.004578928898114398, 1.1624573902769022, -2.15884983531358, -0.009734715776097858, 1.100768853273081, -2.1820281869955043, 0.013188913214970732, 1.0378775437642345, -2.3133919862607417, 0.0028152106858767567, 1.1628264456503201)","(0.0873371867762387, 1.0323191097631765, -6.771416758685508, 0.6257677444648273, -0.3971847943798322, 2.05896549494491, 0.23533589509619368, 0.19432866553740102, 1.8865363410150704, -0.15147652321921257, -0.5048891368984882, -7.870095486168427)","(-1.0093606127527017, 0.3682836748976661, 0.5006863313057011, 9.821698127687995, 1.4742308491316751, -4.138870928536649, 15.441410572547579, -2.1051224632111367, 5.857005599112368, -1.273625205546587, -0.1932671221719573, 0.45076379863256655)"
1970/01/01/01:00:08.433000,416,8,433000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.3009652231117235, 0.01656776317243569, 1.0229594719694397, -2.150832586346361, -0.01787203256879799, 1.1445351065799079, -2.1829714923514203, 0.01688704374857508, 1.0786564965776027, -2.301322552023885, -0.007897570715605262, 0.9995959682518132)","(1.272961510871374, 1.0161530267929313, -7.023063094532416, 0.8195051178573685, -0.4103295032663676, 1.9583851446658493, 0.38760632732219724, 0.1901571856757786, 1.8295316715032721, 1.3197321903945012, -0.5059927835625438, -8.235623571344018)","(-0.7744916272207147, 0.5342706751518866, 0.9171247747281566, 9.088500003308422, 1.8346431647987056, -3.9203897600815654, 15.953144081976681, -2.086123266642543, 5.479031355938066, -0.914181425011428, -0.3474097519360311, 0.9899314124570964)"
1970/01/01/01:00:08.453000,417,8,453000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.261988196617761, 0.035771507954978965, 0.887304486291578, -2.1390590593043743, -0.026314189483972683, 1.1868536493454815, -2.181087745845102, 0.020762611332128422, 1.1187703910015108, -2.258926131330189, -0.017657807612480703, 0.8408894408977323)","(2.598918073077481, 0.828551647218464, -6.296567371853929, 0.9788847516421473, -0.4258271867522484, 1.916419700271547, 0.5400878670400786, 0.2046556270470292, 1.7975699183396185, 2.8513998698464462, -0.4253287320299224, -7.317000817094146)","(-0.20319823865466802, 0.7673640403526376, 1.6312653727033801, 8.367294520361076, 2.26316035633758, -4.213679680404706, 16.315467529967435, -2.2341257285996394, 4.7932520306316775, -0.055098718289785964, -0.5335437425221643, 1.8064780695529166)"
1970/01/01/01:00:08.473000,418,8,473000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.199653193402469, 0.04897486341266877, 0.7785341394424776, -2.124072359998391, -0.03507338211450772, 1.2288328974848302, -2.1761679690536706, 0.025151625902473995, 1.158672292221091, -2.191345536997501, -0.024388699455633933, 0.7159193998516793)","(3.6554882299926668, 0.3889964747523692, -4.163504966718139, 1.146817692000177, -0.4431453482217943, 1.9180366070112587, 0.7109566962041647, 0.23083957298248542, 1.792927145984766, 3.897712911837629, -0.20441133903406838, -4.674778837199163)","(0.6083285214444505, 0.9497579931725881, 2.3566643784034245, 7.477632592811251, 2.762751948986901, -5.179092525336127, 16.40440061583835, -2.5708737882453407, 3.633735411636907, 1.0670589036074647, -0.6995828621978404, 2.590079604387306)"
1970/01/01/01:00:08.493000,419,8,493000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.123014642575024, 0.051986326149360274, 0.722642086184722, -2.106127252588248, -0.044102272324268554, 1.270690647526651, -2.1671253986306684, 0.03007934614176566, 1.1976919623258002, -2.112009667769833, -0.02553659780034323, 0.6557793603858455)","(3.9462281726668813, -0.0016373626087346493, -1.7628403310932461, 1.2038812552707836, -0.4335236999765235, 1.8448161163825771, 0.970469273231876, 0.23701808553808817, 1.6045729708861611, 4.030697223895896, 0.04095832427462115, -1.7667629566527667)","(-0.12912890217944817, 0.7204531773984948, 0.5313442229809953, 6.861706117116356, 3.148259617632131, -5.909850275441003, 15.363952506144813, -2.8757699762423834, 3.515954959339174, -0.24416827298398402, -0.9482513601998994, 0.6508282342852594)"
1970/01/01/01:00:08.513000,420,8,513000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0621606865941224, 0.04276408814839261, 0.728068158079437, -2.0877039182818926, -0.04689511661501289, 1.3062124106543873, -2.150233382572046, 0.03600637988039246, 1.2308645116653771, -2.0904830541315302, -0.022998328087837194, 0.6775839710446645)","(1.839126414371456, -1.0156869656825827, 1.7393181344201978, 1.1089455033959503, 0.34926187345492776, 1.1350516214446118, 1.4789063386926538, 0.40675310419490984, 1.5349341819680784, 0.26578035899539065, 0.2945931428357158, 1.9877221092201298)","(2.9901549393423785, 1.772198306691498, 2.037065010696868, 6.304163954165366, 1.3412975588072147, -1.693014525267766, 11.829099753713557, -6.173696306748116, 6.6247069065603466, 13.624169586969328, 1.1269219843698344, 6.752124824463534)"
1970/01/01/01:00:08.533000,421,8,533000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.062825916126826, 0.03831691293504047, 0.7724048566246609, -2.066549601973499, -0.044996152710861104, 1.336160911766279, -2.121155713135037, 0.03650398814631117, 1.2737697557736434, -2.091609694579816, -0.024837049440243675, 0.7204800710943431)","(-0.16571389813863613, -0.20679446644983795, 2.3477101364119624, 1.150957773954958, 0.14940436546790964, 2.5292057538309995, 1.5148398656684003, -0.2528204005906266, 3.685281358534534, -0.19803788551223134, -0.2581152322226655, 2.4430533135369616)","(2.5859637536512556, -1.8489649975163291, -1.6567958481430738, 1.4430344323594966, -1.7049190349299956, 1.9724776265265787, 2.363841742828269, -0.23984600441467752, 2.5736134340381662, 7.868088622126095, 4.327503373566768, 3.113068520673761)"
1970/01/01/01:00:08.553000,422,8,553000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0752087254303184, 0.036424915296117355, 0.8208006427350938, -2.0692337848609377, -0.04554161076612839, 1.4026038948996957, -2.115321497696886, 0.0312750191535045, 1.357959829640988, -2.1029147985342256, -0.026235306273088455, 0.7705747447773161)","(-0.8096297693311296, -0.06983139324411708, 2.3774366408364256, -1.1121411201380287, -0.19662216250032766, 3.5301396754829546, -0.8160223768932582, -0.14954972558194815, 4.160099221435992, -0.5460507553589145, 0.06213410154802211, 2.4470687612484596)","(5.073310325308697, -3.038885272213012, -1.8447875902794655, -0.08917350330432461, -0.7724523626295181, -0.6706429919668606, -0.386400008600126, 0.7612812379817, -0.8287594102734461, 8.371375213262379, 2.7840671732168403, 3.310566436961624)"
1970/01/01/01:00:08.573000,423,8,573000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0974583785237844, 0.034117579548113675, 0.8683097541739722, -2.1029876151661338, -0.048594388133664346, 1.4629047328260372, -2.1440849768076067, 0.029158686922366783, 1.4272399132822677, -2.11948351085967, -0.024204770010474164, 0.8203366134241339)","(-0.9757524142060112, -0.16542011133244244, 2.237466493637341, -2.1087407465448926, -0.0722964276599001, 2.216042416681551, -1.8648064582460546, -0.10990268841970668, 2.5392188200239643, -0.6493684111109175, 0.12019172352116315, 2.3826842522678584)","(8.262496979702155, -2.891578485699511, -1.2606753607853838, -1.0255434073051832, 0.22216235507758686, -1.460654432695197, -1.3752491509876972, 0.012409892055985972, -1.2742307962319748, 9.998364932233596, 2.409728779608782, 4.006896960107949)"
1970/01/01/01:00:08.593000,424,8,593000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1209131406328563, 0.030327909848421264, 0.9142401202581061, -2.149995958007601, -0.047066472639021306, 1.4842060431236792, -2.184633188752196, 0.026509567566025183, 1.4532999413887007, -2.1373233618940564, -0.021815386339602227, 0.8695043726601623)","(-0.8149282787359702, -0.21089019318052085, 2.1465089808732327, -2.6046424853282644, 0.24153930193333983, -0.11158645721359894, -2.2168901560614422, -0.21109680893650046, 0.07300414304086206, -0.6038162459466019, 0.11381209255202471, 2.3453647857321465)","(10.322665111242891, -2.8132997709808123, -0.8575928174542273, -1.2926184941177334, 0.42096993924316484, -1.6491959045180615, -1.587484553352887, -0.2073240576118658, -1.4250178944543692, 11.678777652433316, 2.465608588850027, 4.537126535616654)"
1970/01/01/01:00:08.613000,425,8,613000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1402924546746256, 0.026272799647430567, 0.9593409841987759, -2.2035817067502688, -0.03924952338680843, 1.4561562079219037, -2.2288401305598455, 0.021396566340653678, 1.4288628687495146, -2.1541754222335303, -0.01970496302569469, 0.918729412331543)","(-0.5119847067875434, -0.19856451894915392, 2.091995761007177, -2.7762198218172696, 0.5704055399207298, -2.6981481346372114, -2.255543248846238, -0.3535038039515034, -2.4855971882848333, -0.4690598845515521, 0.09641908076921855, 2.3278128890729763)","(11.216663469116517, -3.0466640850449913, -0.6490394181268124, -1.358747556978674, 0.33947277750445215, -1.2252112275282654, -1.48766359951306, -0.14091913362831787, -1.0448149102782036, 13.178001212660496, 2.661523008022882, 4.7925031030243925)"
1970/01/01/01:00:08.633000,426,8,633000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.153542052395535, 0.022629700190340607, 1.0038959282153082, -2.2555745377646677, -0.026048289370507405, 1.378654962174128, -2.270259654675053, 0.013749606761049193, 1.357321912947067, -2.168623155764209, -0.018006794257046543, 0.9683033101995555)","(-0.19185985060298205, -0.16796180451115633, 2.0617096570368143, -2.443525612329948, 0.7899777685943943, -4.932026973283942, -1.9359529041210264, -0.4550820688289049, -4.529436652486042, -0.2939972244860143, 0.07652590380335804, 2.326875610426342)","(11.252527862221095, -3.4701166758788586, -0.6353762357324175, -1.3776499076575455, 0.17926288729222062, -0.5545212515169631, -1.3542903369902204, 0.003237332364428136, -0.42561289574221917, 14.498282689279405, 2.9504539955929183, 4.669617913599321)"
1970/01/01/01:00:08.653000,427,8,653000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1609342971880103, 0.01954934460092428, 1.04788653014183, -2.2958875069724556, -0.009845290084588676, 1.2615662324237178, -2.301798190060909, 0.004620066286898705, 1.2509176023777107, -2.179728365502122, -0.016638904215781736, 1.017972494749487)","(0.06636839822858742, -0.14346313581736236, 2.0238320089480872, -1.6261361328123165, 0.893741988151048, -6.636083360974676, -1.271431475491739, -0.5009527064605616, -5.9693303726603535, -0.0788416493221451, 0.06275177072309791, 2.2933058855504678)","(10.962481893327926, -3.975342531125153, -0.6466171363862854, -1.3380920874701445, 0.021633942768034542, 0.0014323370224555987, -1.2170277235777607, 0.16074458002588576, 0.0867994866883599, 15.458246466731376, 3.264683922165032, 4.483526879457786)"
1970/01/01/01:00:08.673000,428,8,673000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1637815066322776, 0.016686150471296735, 1.091102498155939, -2.315846634303842, 0.0076929325970338525, 1.1160303912450864, -2.3169251760338003, -0.005092261377672713, 1.1210515605283655, -2.1866666852898042, -0.015460456640834508, 1.0670644165769687)","(0.25275294339760346, -0.14453609869775705, 1.979855302883354, -0.39615204852841934, 0.925667868276681, -7.7695703356638335, -0.2756174075653668, -0.5094179828330303, -6.884161311520987, 0.15518248779827815, 0.05673242662769143, 2.2353512133458193)","(10.653054392891637, -4.3832638469901495, -0.6752434856174032, -1.253089379302871, -0.12590181287187208, 0.4582463385650186, -1.1105242314381014, 0.2550891136966611, 0.4818237046690985, 16.030216407737633, 3.564418106636297, 4.275902892295563)"
1970/01/01/01:00:08.693000,429,8,693000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1633503066789057, 0.013531398451692489, 1.1336384357836184, -2.3080092440133155, 0.02540578177332975, 0.9555638707315026, -2.3089862728470436, -0.014734382113251954, 0.9790637881710831, -2.1891430275631034, -0.014290976646688769, 1.1153673962228918)","(0.3898741810064874, -0.1723736268728132, 1.9419655759999999, 1.3570946040085081, 0.7910492526931168, -8.15021278998744, 1.2303514875869856, -0.3990409708727877, -7.215375793641172, 0.383621846781782, 0.06783618939133673, 2.1845339586434194)","(10.48832731372729, -4.6091244409290395, -0.9576260431306212, 2.1792653576754315, -1.1048142453792245, 0.7348689052425801, 1.9155294335876087, 0.9806080279464965, 0.6393730620445446, 16.407313145304993, 3.8442871233946594, 3.7899061866542665)"
1970/01/01/01:00:08.713000,430,8,713000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.160452112161787, 0.009672367147943284, 1.176301363653634, -2.268968183105711, 0.04454047232536418, 0.804660588931549, -2.26850698686612, -0.017840945191927915, 0.8427098729803211, -2.187189234408354, -0.013147234975931177, 1.1634481467010538)","(0.514820401251191, -0.2964915852670111, 1.9682086551299347, 2.5952440042230442, 1.121312447294474, -6.736953262181807, 2.9523148189348016, 0.3127867019173907, -6.274611250942736, 0.6156580822694795, -0.036909204309310384, 2.1673836350775777)","(9.658254557997157, -5.369465277088793, -0.8016685630121927, -0.2672338770371221, -0.399279682261549, 2.4444795114232, 0.4310039969119206, 1.548197970700905, 2.0018716490565325, 17.27369220476483, 2.761778736284206, 2.2839824443180614)"
1970/01/01/01:00:08.733000,431,8,733000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.155157577688761, 0.001633955268819598, 1.219516612846645, -2.2037574312483503, 0.059952566328880685, 0.697434861879465, -2.2015004845083324, -0.01434514638426787, 0.7430815354213349, -2.1803373577991856, -0.016355967023359064, 1.2103531774221086)","(0.6111730098510313, -0.39238100628659617, 2.010057533963196, 3.750438330454907, 0.4163760408053552, -3.6825790579533, 3.7530230405755125, 0.09936064299070482, -3.488664423946499, 0.9079032016382549, -0.14065781351945333, 2.065866192447275)","(9.62335937746137, -4.163007180129448, -2.1697188051054717, 0.6900123323430334, -1.8260661814120847, 3.319033319076669, 1.0843917351035026, 0.9729823949013983, 2.7138990793833706, 16.384456372755356, 4.666040731342703, 1.669991891389337)"
1970/01/01/01:00:08.753000,432,8,753000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.149624034062075, -0.007295429527615305, 1.2611104007269462, -2.128086859089313, 0.05989867282888017, 0.6602331057933597, -2.153754851602864, -0.015781101780621754, 0.7166137979854552, -2.165153418335928, -0.017304664977610962, 1.252169233392447)","(0.4073528754264091, -0.760416487255117, 1.2897550288638995, 3.572264232860687, -0.48815430229021006, 0.05612289072408316, 0.8900205017576803, 0.02297459194223868, 1.0017901007531491, 1.5755562816639517, 0.16976442076921705, 1.2082566265487815)","(11.387952250332551, -2.003824723367713, 0.46347589574153236, 2.076267209961217, -0.427207090836769, 3.895510193585494, 21.934933275594517, 1.8972363534907724, -5.166397747793552, 12.642489926337056, 3.371025019661996, 5.36424392647038)"
1970/01/01/01:00:08.776000,433,8,773000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1447970952417474, -0.02857174952877184, 1.282216745554738, -2.077425063582451, 0.051660563042129404, 0.6937732536641423, -2.1356170836225097, -0.016279813500985618, 0.7372246171613677, -2.131196474281574, -0.008414227732617796, 1.2806595163288703)","(1.0111568849951147, -0.845964454646374, 1.614095678255769, 1.0261250158101025, -0.37753895003614724, 3.2311209034741397, 1.0179492918342112, 0.14382133689412874, 1.7382194950117307, 1.8629476008745347, 0.3668377493524188, 2.5762167033972174)","(10.472181000300255, 2.0419064492949963, 8.451922706789276, 3.7834724246233993, -3.8352167688936905, 3.427083554023193, 11.023952427512677, 1.310519179470284, 7.867076858745849, 8.259199705591517, 0.4022308723910042, 6.243096653062416)"
1970/01/01/01:00:08.793000,434,8,793000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.129537167989124, -0.04363725287597209, 1.3530776603290082, -2.0800238966189486, 0.03620160703596742, 0.7592502560976113, -2.1279375079022937, -0.013761910573598435, 0.7758362903754694, -2.104238484272498, 0.000974898434515481, 1.3583661822335706)","(-0.27643865475218377, -0.6548625949359677, 4.391537999624698, -0.6508328437987041, -0.8499079557522224, 3.045007904693855, 0.10877583941031821, 0.384955910160436, 2.0379749409446983, 0.41836032547480606, 0.3836654257303542, 4.601754117040574)","(0.40218201378491614, 0.820622526379867, -0.8758416358601071, 3.5395166058798093, 3.1708240172883393, -1.022088054721098, 8.801483323611118, -0.2791986525195427, 5.211784823589499, 0.2902834262269369, -1.8675206845596959, -0.7266272622120571)"
1970/01/01/01:00:08.813000,435,8,813000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1544020037497216, -0.05581069015248463, 1.4363027959562515, -2.0984669636346496, 0.02419009771488856, 0.8200568847590466, -2.1337376786398377, -0.00447742610512325, 0.8189499335842907, -2.1186745592744085, 0.006027800267686345, 1.445066102945563)","(-1.8661185337903994, -0.4630131963177392, 3.5551998169189636, -0.9224405598826251, -0.4788752637738939, 2.911973424328159, -0.19363844858035106, 0.4433463041027862, 2.0701700417814966, -1.4901064057101303, 0.13137229381434368, 3.6747244627777667)","(-1.1612302740976501, 0.028134704189926696, -1.045116187368202, 6.34043438457541, 1.8797307210088232, -2.5792658600772036, 9.5225010036095, -2.4037200375144754, 4.970960243261691, -1.083734357250699, -0.40348416073114457, -1.205494609814001)"
